id,id_external,interface,ssid,mac,tx_rate,rx_rate,rx_signal,uptime,packets,bytes,tx_rate_set,created_at
18497302,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,117Mbps-20MHz/2S,-69,1m53s20ms,"44,72","10083,18495","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:02.152820
18497310,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,5m44s580ms,"1860,1832","520197,353166","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:02.208273
18497354,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,5m54s580ms,"1877,1861","523266,364391","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:12.110902
18497387,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,117Mbps-20MHz/2S,-69,2m3s20ms,"44,72","10083,18495","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:12.382716
18497419,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,144.4Mbps-20MHz/2S/SGI,-64,6m4s580ms,"1896,1883","524898,366173","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:21.931376
18497440,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,104Mbps-20MHz/2S,-70,2m13s20ms,"46,76","11146,19271","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:22.021716
18497496,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,24Mbps,-69,2m23s20ms,"48,78","11258,19355","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:31.881130
18497510,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,6m14s580ms,"1943,1931","534398,378269","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:31.954723
18497565,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,24Mbps,-69,2m33s20ms,"48,78","11258,19355","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:41.998274
18497584,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,6m24s580ms,"1959,1952","535876,380385","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:42.048756
18497671,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,24Mbps,-70,2m43s20ms,"51,81","12066,19557","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:52.184011
18497670,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,6m34s580ms,"2004,1992","547299,389871","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:09:52.184168
18497721,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,104Mbps-20MHz/2S,-69,2m53s20ms,"53,82","14070,19623","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:01.932208
18497731,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,6m44s580ms,"2028,2018","549785,392614","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:01.958000
18497781,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,24Mbps,-69,3m3s20ms,"54,83","14126,19665","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:12.036784
18497806,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,6m54s580ms,"2055,2052","557649,401416","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:12.206641
18497845,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m4s580ms,"2085,2087","563591,409832","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:21.859733
18497861,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,36Mbps,24Mbps,-69,3m13s20ms,"54,83","14126,19665","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:22.016522
18497935,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m14s580ms,"2104,2109","572243,414525","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:32.131877
18497936,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-71,3m23s20ms,"73,102","18724,23815","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:32.132281
18498004,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m24s580ms,"2130,2143","575644,424993","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:42.042549
18498014,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,24Mbps,-72,3m33s20ms,"74,103","18780,23857","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:42.150658
18498063,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,24Mbps,-68,3m43s20ms,"74,103","18780,23857","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:51.900183
18498082,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m34s580ms,"2141,2156","576755,426116","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:10:51.976224
18498142,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m44s590ms,"2167,2190","580993,438597","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:01.892028
18498143,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-69,3m53s30ms,"76,105","19532,24017","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:01.900676
18498226,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,7m54s580ms,"2189,2215","585618,445218","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:11.987923
18498237,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,24Mbps,-70,4m3s30ms,"78,107","19644,24101","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:12.049236
18498278,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-69,4m13s30ms,"82,109","21098,24302","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:21.964011
18498288,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,8m4s590ms,"2231,2262","595890,459491","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:22.015093
18498368,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,8m14s590ms,"2253,2285","600812,462372","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:32.228793
18498381,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-69,4m23s30ms,"82,109","21098,24302","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:32.290588
18498429,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-68,4m33s30ms,"82,109","21098,24302","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:41.887641
18498453,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,8m24s580ms,"2270,2308","603154,467914","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:42.036463
18498498,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,8m34s590ms,"2308,2346","607356,476767","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:51.979107
18498510,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,78Mbps-20MHz/2S,-67,4m43s30ms,"82,109","21098,24302","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:11:52.031080
18498569,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,8m44s590ms,"2340,2381","611730,484687","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:01.991572
18498580,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,117Mbps-20MHz/2S,-68,4m53s30ms,"113,156","39937,33603","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:02.032209
18498616,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,72.2Mbps-20MHz/1S/SGI,-62,5m3s30ms,"139,185","52261,40766","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:11.883998
18498629,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-63,8m54s590ms,"2397,2452","622776,512400","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:11.951337
18498693,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-65,9m4s590ms,"2449,2503","649936,529207","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:21.882744
18498723,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,48Mbps,72.2Mbps-20MHz/1S/SGI,-68,5m13s30ms,"142,190","53069,41574","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:22.066138
18498777,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,54Mbps,58.5Mbps-20MHz/1S,-67,5m23s30ms,"252,286","96896,67857","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:32.012350
18498785,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,144.4Mbps-20MHz/2S/SGI,-64,9m14s590ms,"2501,2557","667930,548927","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:32.089289
18498847,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,144.4Mbps-20MHz/2S/SGI,-64,9m24s590ms,"2516,2573","669056,550084","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:41.923096
18498846,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,54Mbps,52Mbps-20MHz/1S,-65,5m33s30ms,"288,320","106499,82308","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:41.923146
18498922,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,144.4Mbps-20MHz/2S/SGI,-64,9m34s590ms,"2527,2584","669939,550900","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:51.900148
18498937,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,115.5Mbps-20MHz/2S/SGI,52Mbps-20MHz/1S,-65,5m43s30ms,"304,337","111223,84465","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:12:51.984334
18498978,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,115.5Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-72,5m53s30ms,"307,342","111459,85257","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:02.024455
18498993,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-64,9m44s590ms,"2545,2608","672522,557190","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:02.077743
18499043,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,115.5Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-66,6m3s30ms,"308,343","111549,85329","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:11.885658
18499044,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-65,9m54s590ms,"2561,2631","674621,562824","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:11.885896
18499131,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-65,10m4s590ms,"2572,2644","675588,564296","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:21.980749
18499140,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,115.5Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-72,6m13s30ms,"315,349","112215,85812","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:22.038551
18499182,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,104Mbps-20MHz/2S,-68,6m23s30ms,"373,410","156301,102382","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:31.870771
18499187,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-62,10m14s590ms,"2608,2687","686879,578652","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:31.910541
18499265,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,24Mbps,-67,6m33s30ms,"376,413","156537,102568","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:41.940125
18499272,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-64,10m24s590ms,"2633,2712","694001,585816","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:42.074777
18499329,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,173.3Mbps-20MHz/2S/SGI,-65,10m34s590ms,"2674,2747","703363,590254","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:52.037782
18499354,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,104Mbps-20MHz/2S,-67,6m43s30ms,"379,416","156843,102813","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:13:52.215544
18499391,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,144.4Mbps-20MHz/2S/SGI,-65,10m44s590ms,"2695,2778","707506,598439","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:01.855876
18499423,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,24Mbps,-72,6m53s30ms,"382,419","157079,102999","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:02.105120
18499469,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-66,7m3s30ms,"383,420","157169,103071","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:11.972841
18499487,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,78Mbps-20MHz/1S,130Mbps-20MHz/2S/SGI,-63,10m54s590ms,"2789,2855","766112,614900","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:12.147967
18499544,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,130Mbps-20MHz/2S/SGI,-61,11m4s590ms,"3670,3047","1940523,661516","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:22.095873
18499564,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-66,7m13s30ms,"385,422","157349,103215","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:22.368912
18499591,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,144.4Mbps-20MHz/2S/SGI,-64,11m14s600ms,"3708,3092","1952668,675727","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:31.863918
18499638,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,104Mbps-20MHz/2S,-67,7m23s40ms,"402,439","160027,107195","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:32.108038
18499675,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,144.4Mbps-20MHz/2S/SGI,-60,11m24s590ms,"4076,3317","2124986,708213","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:41.900245
18499692,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-65,7m33s30ms,"409,444","160918,107552","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:42.083453
18499739,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,130Mbps-20MHz/2S/SGI,-64,11m34s590ms,"4295,3509","2170376,751384","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:51.943482
18499765,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-65,7m43s30ms,"411,447","161083,108255","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:14:52.250740
18499793,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-64,11m44s590ms,"4346,3557","2186635,761863","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:01.836752
18499816,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-72,7m53s30ms,"413,448","161215,108333","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:02.044008
18499892,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,144.4Mbps-20MHz/2S/SGI,-64,11m54s590ms,"4377,3591","2190455,767234","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:12.000101
18499900,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-72,8m3s30ms,"413,448","161215,108333","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:12.052911
18499952,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-72,8m13s30ms,"413,448","161215,108333","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:21.964322
18499974,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,173.3Mbps-20MHz/2S/SGI,-62,12m4s590ms,"4402,3610","2193281,768766","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:22.088150
18500018,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,6Mbps,-64,12m14s590ms,"4409,3611","2194207,768808","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:31.969303
18500042,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,117Mbps-20MHz/2S,78Mbps-20MHz/2S,-66,8m23s30ms,"414,449","161286,108405","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:32.121532
18500070,*2236F,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,86.6Mbps-20MHz/1S/SGI,6Mbps,-64,12m24s590ms,"4410,3612","2194352,768850","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:15:41.829746
