id,id_external,interface,ssid,mac,tx_rate,rx_rate,rx_signal,uptime,packets,bytes,tx_rate_set,created_at
18503190,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-64,2m4s800ms,"40,108","4018,8443","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:21.963309
18503211,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-72,16m13s60ms,"546,620","198819,188996","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:22.108773
18503237,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-70,16m23s60ms,"546,620","198819,188996","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:31.818458
18503244,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-64,2m14s800ms,"41,108","4099,8443","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:31.875432
18503306,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-70,16m33s60ms,"546,620","198819,188996","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:42.033053
18503338,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-64,2m24s800ms,"41,109","4099,8485","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:42.248667
18503388,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-70,16m43s60ms,"546,620","198819,188996","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:51.881128
18503409,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-65,2m34s800ms,"41,110","4099,8527","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:23:51.962813
18503468,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-70,16m53s60ms,"548,623","199571,189198","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:02.008698
18503475,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-64,2m44s800ms,"41,111","4099,8569","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:02.040352
18503515,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,78Mbps-20MHz/2S,-69,17m3s60ms,"548,623","199571,189198","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:11.860580
18503554,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-65,2m54s800ms,"41,112","4099,8611","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:12.017715
18503581,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-74,17m13s60ms,"549,624","199627,189240","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:21.855416
18503603,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,7.2Mbps-20MHz/1S/SGI,6Mbps,-64,3m4s800ms,"41,112","4099,8611","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:21.956470
18503671,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,17m23s60ms,"549,624","199627,189240","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:32.048787
18503677,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/2S/SGI,6Mbps,-64,3m14s800ms,"42,114","4180,8695","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:32.087378
18503725,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-73,17m33s60ms,"559,636","201813,191560","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:41.874305
18503744,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,28.8Mbps-20MHz/2S/SGI,6Mbps,-65,3m24s800ms,"49,115","4761,8737","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:42.021387
18503778,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,17m43s60ms,"559,636","201813,191560","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:51.868299
18503794,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-65,3m34s800ms,"50,117","4844,8821","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:24:51.960664
18503861,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-74,17m53s60ms,"560,637","202954,191626","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:01.932029
18503872,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,3m44s800ms,"52,118","4983,8863","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:01.981014
18503915,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-70,18m3s60ms,"560,637","202954,191626","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:11.824660
18503946,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-63,3m54s800ms,"53,118","5066,8863","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:11.981909
18504005,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-76,18m13s60ms,"563,639","203175,191765","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:22.063243
18504015,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,4m4s800ms,"53,120","5066,8947","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:22.152286
18504060,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,18m23s60ms,"563,639","203175,191765","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:31.917619
18504070,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,4m14s800ms,"53,120","5066,8947","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:31.972126
18504110,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,4m24s800ms,"53,120","5066,8947","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:41.854082
18504134,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,18m33s60ms,"563,639","203175,191765","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:42.003586
18504219,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,4m34s800ms,"53,120","5066,8947","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:52.078321
18504223,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,18m43s60ms,"563,639","203175,191765","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:25:52.265764
18504245,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,58.5Mbps-20MHz/1S,-74,18m53s60ms,"565,641","204463,191935","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:01.840186
18504279,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-65,4m44s800ms,"53,121","5066,8989","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:02.062022
18504326,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-73,19m3s60ms,"566,642","204519,191977","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:11.889819
18504356,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-63,4m54s800ms,"53,121","5066,8989","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:12.132565
18504412,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,24Mbps,-70,19m13s60ms,"566,642","204519,191977","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:22.234502
18504414,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,5m4s800ms,"53,121","5066,8989","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:22.330780
18504458,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-64,5m14s810ms,"54,122","5147,9031","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:32.010656
18504489,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,65Mbps-20MHz/1S,-70,19m23s60ms,"568,644","205271,192137","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:32.212582
18504535,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,65Mbps-20MHz/1S,-62,19m33s60ms,"568,644","205271,192137","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:42.011205
18504545,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-65,5m24s800ms,"54,124","5147,9115","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:42.098806
18504620,*223BD,5GHz-CAP4-4np-OaM-1,GBS-guests,60:DD:8E:B6:62:5F,14.4Mbps-20MHz/1S/SGI,6Mbps,-65,5m34s800ms,"54,124","5147,9115","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:52.020015
18504625,*2237E,5GHz-CAP8-4np-CHILL-1,GBS-guests,34:1C:F0:D5:EB:16,144.4Mbps-20MHz/2S/SGI,65Mbps-20MHz/1S,-56,19m43s60ms,"568,644","205271,192137","OFDM:24-54 BW:1x SGI:1x HT:0-15 VHTMCS:SS1=0-9,SS2=0-9",2022-04-06 12:26:52.068496
